"rules","support","confidence","lift"
"{domestic eggs,whole milk} => {yogurt}",0.00772750381291307,0.257627118644068,1.84676582497406
"{domestic eggs,rolls/buns} => {whole milk}",0.00660904931367565,0.422077922077922,1.65186484824368
"{domestic eggs,other vegetables} => {whole milk}",0.0123029994916116,0.552511415525114,2.16233576270971
"{domestic eggs,whole milk} => {other vegetables}",0.0123029994916116,0.410169491525424,2.11981973155677
"{fruit/vegetable juice,tropical fruit} => {other vegetables}",0.00660904931367565,0.481481481481481,2.48837118779315
"{fruit/vegetable juice,other vegetables} => {tropical fruit}",0.00660904931367565,0.314009661835749,2.99252424821181
"{fruit/vegetable juice,root vegetables} => {other vegetables}",0.00660904931367565,0.550847457627119,2.84686534196674
"{fruit/vegetable juice,other vegetables} => {root vegetables}",0.00660904931367565,0.314009661835749,2.88086289566659
"{fruit/vegetable juice,root vegetables} => {whole milk}",0.00650737163192679,0.542372881355932,2.12265709834285
"{fruit/vegetable juice,soda} => {whole milk}",0.00610066090493137,0.331491712707182,1.29734221825513
"{fruit/vegetable juice,yogurt} => {other vegetables}",0.00823589222165735,0.440217391304348,2.27511195138111
"{fruit/vegetable juice,other vegetables} => {yogurt}",0.00823589222165735,0.391304347826087,2.8050133096717
"{fruit/vegetable juice,yogurt} => {whole milk}",0.00945602440264362,0.505434782608696,1.97809434419281
"{fruit/vegetable juice,whole milk} => {yogurt}",0.00945602440264362,0.354961832061069,2.54449680635613
"{fruit/vegetable juice,other vegetables} => {whole milk}",0.0104728012201322,0.497584541062802,1.94737125402016
"{fruit/vegetable juice,whole milk} => {other vegetables}",0.0104728012201322,0.393129770992366,2.03175580541772
"{citrus fruit,whipped/sour cream} => {whole milk}",0.00630401626842908,0.579439252336449,2.26772186499362
"{tropical fruit,whipped/sour cream} => {yogurt}",0.00620233858668022,0.448529411764706,3.21522358943577
"{whipped/sour cream,yogurt} => {tropical fruit}",0.00620233858668022,0.299019607843137,2.84966845265238
"{tropical fruit,whipped/sour cream} => {other vegetables}",0.00782918149466192,0.566176470588235,2.92608806528392
"{other vegetables,whipped/sour cream} => {tropical fruit}",0.00782918149466192,0.27112676056338,2.58384853695818
"{tropical fruit,whipped/sour cream} => {whole milk}",0.00793085917641078,0.573529411764706,2.2445928232017
"{root vegetables,whipped/sour cream} => {yogurt}",0.00640569395017794,0.375,2.68813775510204
"{whipped/sour cream,yogurt} => {root vegetables}",0.00640569395017794,0.308823529411765,2.8332830333626
"{root vegetables,whipped/sour cream} => {other vegetables}",0.00854092526690392,0.5,2.58407777193904
"{other vegetables,whipped/sour cream} => {root vegetables}",0.00854092526690392,0.295774647887324,2.71356684885432
"{root vegetables,whipped/sour cream} => {whole milk}",0.00945602440264362,0.553571428571429,2.16648428173498
"{whipped/sour cream,whole milk} => {root vegetables}",0.00945602440264362,0.293375394321767,2.69155504025613
"{whipped/sour cream,yogurt} => {other vegetables}",0.0101677681748856,0.490196078431373,2.5334095803324
"{other vegetables,whipped/sour cream} => {yogurt}",0.0101677681748856,0.352112676056338,2.52407300948548
"{whipped/sour cream,yogurt} => {whole milk}",0.0108795119471276,0.524509803921569,2.05274728275711
"{whipped/sour cream,whole milk} => {yogurt}",0.0108795119471276,0.337539432176656,2.4196066439194
"{rolls/buns,whipped/sour cream} => {other vegetables}",0.0067107269954245,0.458333333333333,2.36873795761079
"{rolls/buns,whipped/sour cream} => {whole milk}",0.00782918149466192,0.534722222222222,2.09271510368307
"{other vegetables,whipped/sour cream} => {whole milk}",0.0146415861718353,0.507042253521127,1.98438542116207
"{whipped/sour cream,whole milk} => {other vegetables}",0.0146415861718353,0.454258675078864,2.34767948996355
"{pip fruit,tropical fruit} => {yogurt}",0.00640569395017794,0.313432835820896,2.24680170575693
"{pip fruit,yogurt} => {tropical fruit}",0.00640569395017794,0.355932203389831,3.39204769412692
"{pip fruit,tropical fruit} => {other vegetables}",0.00945602440264362,0.462686567164179,2.39123614716747
"{other vegetables,pip fruit} => {tropical fruit}",0.00945602440264362,0.361867704280156,3.44861324766989
"{other vegetables,tropical fruit} => {pip fruit}",0.00945602440264362,0.263456090651558,3.48264872521246
"{pip fruit,tropical fruit} => {whole milk}",0.00843924758515506,0.412935323383085,1.61608392577502
"{pip fruit,whole milk} => {tropical fruit}",0.00843924758515506,0.280405405405405,2.67227438194008
"{pip fruit,root vegetables} => {other vegetables}",0.00813421453990849,0.522875816993464,2.70230355235456
"{other vegetables,pip fruit} => {root vegetables}",0.00813421453990849,0.311284046692607,2.85585690225913
"{pip fruit,root vegetables} => {whole milk}",0.00894763599389934,0.57516339869281,2.25098767454986
"{pip fruit,whole milk} => {root vegetables}",0.00894763599389934,0.297297297297297,2.72753630496168
"{pip fruit,yogurt} => {other vegetables}",0.00813421453990849,0.451977401129944,2.33588951135733
"{other vegetables,pip fruit} => {yogurt}",0.00813421453990849,0.311284046692607,2.23139839593425
"{pip fruit,yogurt} => {whole milk}",0.00955770208439248,0.531073446327684,2.07843507546071
"{pip fruit,whole milk} => {yogurt}",0.00955770208439248,0.317567567567568,2.27644098179812
"{pip fruit,rolls/buns} => {whole milk}",0.00620233858668022,0.445255474452555,1.74257365349816
"{other vegetables,pip fruit} => {whole milk}",0.0135231316725979,0.517509727626459,2.02535144098935
"{pip fruit,whole milk} => {other vegetables}",0.0135231316725979,0.449324324324324,2.32217799775603
"{pastry,tropical fruit} => {whole milk}",0.0067107269954245,0.507692307692308,1.98692950503535
"{pastry,soda} => {whole milk}",0.00823589222165735,0.391304347826087,1.53142787937508
"{pastry,yogurt} => {other vegetables}",0.00660904931367565,0.373563218390805,1.93063281811538
"{other vegetables,pastry} => {yogurt}",0.00660904931367565,0.292792792792793,2.09884629527487
"{pastry,yogurt} => {whole milk}",0.00915099135739705,0.517241379310345,2.02430121986361
"{pastry,whole milk} => {yogurt}",0.00915099135739705,0.275229357798165,1.9729451413593
"{pastry,rolls/buns} => {other vegetables}",0.00610066090493137,0.29126213592233,1.50528802248876
"{other vegetables,pastry} => {rolls/buns}",0.00610066090493137,0.27027027027027,1.46937982758878
"{pastry,rolls/buns} => {whole milk}",0.00854092526690392,0.407766990291262,1.59585688400898
"{pastry,whole milk} => {rolls/buns}",0.00854092526690392,0.256880733944954,1.39658486365319
"{other vegetables,pastry} => {whole milk}",0.010574478901881,0.468468468468468,1.83342116489749
"{pastry,whole milk} => {other vegetables}",0.010574478901881,0.318042813455657,1.64369472955144
"{citrus fruit,tropical fruit} => {yogurt}",0.00630401626842908,0.316326530612245,2.26754477301125
"{citrus fruit,yogurt} => {tropical fruit}",0.00630401626842908,0.291079812206573,2.7740018924919
"{citrus fruit,tropical fruit} => {other vegetables}",0.0090493136756482,0.454081632653061,2.34676450716913
"{citrus fruit,other vegetables} => {tropical fruit}",0.0090493136756482,0.313380281690141,2.98652623102959
"{other vegetables,tropical fruit} => {citrus fruit}",0.0090493136756482,0.252124645892351,3.04624802500157
"{citrus fruit,tropical fruit} => {whole milk}",0.0090493136756482,0.454081632653061,1.77711613893468
"{citrus fruit,whole milk} => {tropical fruit}",0.0090493136756482,0.296666666666667,2.82724483204134
"{citrus fruit,root vegetables} => {other vegetables}",0.0103711235383833,0.586206896551724,3.02960842227336
"{citrus fruit,other vegetables} => {root vegetables}",0.0103711235383833,0.359154929577465,3.2950454593231
"{citrus fruit,root vegetables} => {whole milk}",0.00915099135739705,0.517241379310345,2.02430121986361
"{citrus fruit,whole milk} => {root vegetables}",0.00915099135739705,0.3,2.75233208955224
"{citrus fruit,yogurt} => {other vegetables}",0.00762582613116421,0.352112676056338,1.81977307883031
"{citrus fruit,other vegetables} => {yogurt}",0.00762582613116421,0.264084507042254,1.89305475711411
"{citrus fruit,yogurt} => {whole milk}",0.0102694458566345,0.474178403755869,1.85576784756823
"{citrus fruit,whole milk} => {yogurt}",0.0102694458566345,0.336666666666667,2.41335034013605
"{citrus fruit,rolls/buns} => {whole milk}",0.00721911540416879,0.43030303030303,1.68405503502997
"{citrus fruit,other vegetables} => {whole milk}",0.0130147432638536,0.450704225352113,1.76389815214406
"{citrus fruit,whole milk} => {other vegetables}",0.0130147432638536,0.426666666666667,2.20507969872132
"{root vegetables,shopping bags} => {other vegetables}",0.00660904931367565,0.515873015873016,2.66611198692124
"{other vegetables,shopping bags} => {root vegetables}",0.00660904931367565,0.285087719298246,2.61552026053941
"{shopping bags,soda} => {rolls/buns}",0.00630401626842908,0.256198347107438,1.39287492747466
"{rolls/buns,shopping bags} => {soda}",0.00630401626842908,0.322916666666667,1.85182823129252
"{shopping bags,soda} => {whole milk}",0.00681240467717336,0.276859504132231,1.08353092842837
"{shopping bags,whole milk} => {soda}",0.00681240467717336,0.278008298755187,1.59429248877974
"{other vegetables,shopping bags} => {whole milk}",0.00762582613116421,0.328947368421053,1.28738454772028
"{shopping bags,whole milk} => {other vegetables}",0.00762582613116421,0.311203319502075,1.60834716095791
"{sausage,tropical fruit} => {whole milk}",0.00721911540416879,0.518248175182482,2.02824146554704
"{root vegetables,sausage} => {other vegetables}",0.00681240467717336,0.45578231292517,2.3555538873458
"{other vegetables,sausage} => {root vegetables}",0.00681240467717336,0.252830188679245,2.31957547169811
"{root vegetables,sausage} => {whole milk}",0.00772750381291307,0.517006802721088,2.02338316942376
"{sausage,whole milk} => {root vegetables}",0.00772750381291307,0.258503401360544,2.37162402274343
"{sausage,soda} => {rolls/buns}",0.00965937976614133,0.397489539748954,2.16103351212325
"{rolls/buns,sausage} => {soda}",0.00965937976614133,0.315614617940199,1.80995321716727
"{rolls/buns,soda} => {sausage}",0.00965937976614133,0.251989389920424,2.68215979422876
"{sausage,soda} => {other vegetables}",0.00721911540416879,0.297071129707113,1.53530980592194
"{other vegetables,sausage} => {soda}",0.00721911540416879,0.267924528301887,1.53646515209858
"{sausage,soda} => {whole milk}",0.0067107269954245,0.276150627615063,1.08075663453806
"{sausage,yogurt} => {other vegetables}",0.00813421453990849,0.414507772020725,2.14224063994947
"{other vegetables,sausage} => {yogurt}",0.00813421453990849,0.30188679245283,2.16403542549095
"{sausage,yogurt} => {whole milk}",0.00874428063040163,0.44559585492228,1.74390578319165
"{sausage,whole milk} => {yogurt}",0.00874428063040163,0.292517006802721,2.09686935998889
"{rolls/buns,sausage} => {other vegetables}",0.00884595831215048,0.289036544850498,1.49378582165247
"{other vegetables,sausage} => {rolls/buns}",0.00884595831215048,0.328301886792453,1.78488062830502
"{rolls/buns,sausage} => {whole milk}",0.00935434672089476,0.305647840531561,1.19619837311099
"{sausage,whole milk} => {rolls/buns}",0.00935434672089476,0.312925170068027,1.70128195003817
"{other vegetables,sausage} => {whole milk}",0.0101677681748856,0.377358490566038,1.47684868870552
"{sausage,whole milk} => {other vegetables}",0.0101677681748856,0.340136054421769,1.75787603533268
"{bottled water,tropical fruit} => {yogurt}",0.00711743772241993,0.384615384615385,2.75706436420722
"{bottled water,yogurt} => {tropical fruit}",0.00711743772241993,0.309734513274336,2.95178191671812
"{bottled water,tropical fruit} => {other vegetables}",0.00620233858668022,0.335164835164835,1.73218400097013
"{bottled water,other vegetables} => {tropical fruit}",0.00620233858668022,0.25,2.38250968992248
"{bottled water,tropical fruit} => {whole milk}",0.00803253685815963,0.434065934065934,1.69878171967308
"{bottled water,root vegetables} => {other vegetables}",0.00701576004067107,0.448051948051948,2.31560215927005
"{bottled water,other vegetables} => {root vegetables}",0.00701576004067107,0.282786885245902,2.59441139588941
"{bottled water,root vegetables} => {whole milk}",0.00732079308591764,0.467532467532468,1.82975798574684
"{bottled water,soda} => {yogurt}",0.0074224707676665,0.256140350877193,1.83610812746151
"{bottled water,yogurt} => {soda}",0.0074224707676665,0.323008849557522,1.85235687195232
"{soda,yogurt} => {bottled water}",0.0074224707676665,0.271375464684015,2.4553612651033
"{bottled water,rolls/buns} => {soda}",0.00681240467717336,0.281512605042017,1.61438861258789
"{bottled water,soda} => {whole milk}",0.00752414844941535,0.259649122807018,1.01617553633387
"{bottled water,yogurt} => {rolls/buns}",0.00711743772241993,0.309734513274336,1.68393528913936
"{bottled water,rolls/buns} => {yogurt}",0.00711743772241993,0.294117647058824,2.10834333733493
"{bottled water,yogurt} => {other vegetables}",0.00813421453990849,0.353982300884956,1.82943559075331
"{bottled water,other vegetables} => {yogurt}",0.00813421453990849,0.327868852459016,2.3502843760455
"{bottled water,yogurt} => {whole milk}",0.00965937976614133,0.420353982300885,1.645117953016
"{bottled water,whole milk} => {yogurt}",0.00965937976614133,0.281065088757396,2.01477780461297
"{bottled water,rolls/buns} => {other vegetables}",0.00732079308591764,0.302521008403361,1.56347562671942
"{bottled water,other vegetables} => {rolls/buns}",0.00732079308591764,0.295081967213115,1.60427371340021
"{bottled water,rolls/buns} => {whole milk}",0.00874428063040163,0.361344537815126,1.41417569813441
"{bottled water,whole milk} => {rolls/buns}",0.00874428063040163,0.254437869822485,1.38330373117974
"{bottled water,other vegetables} => {whole milk}",0.0107778342653787,0.434426229508197,1.70019178957943
"{bottled water,whole milk} => {other vegetables}",0.0107778342653787,0.313609467455621,1.62078250784342
"{root vegetables,tropical fruit} => {yogurt}",0.00813421453990849,0.386473429951691,2.77038351572513
"{tropical fruit,yogurt} => {root vegetables}",0.00813421453990849,0.277777777777778,2.54845563847429
"{root vegetables,yogurt} => {tropical fruit}",0.00813421453990849,0.31496062992126,3.00158701092596
"{root vegetables,tropical fruit} => {other vegetables}",0.0123029994916116,0.584541062801932,3.0209991343442
"{other vegetables,tropical fruit} => {root vegetables}",0.0123029994916116,0.342776203966006,3.14477981903514
"{other vegetables,root vegetables} => {tropical fruit}",0.0123029994916116,0.259656652360515,2.47453796120704
"{root vegetables,tropical fruit} => {whole milk}",0.011997966446365,0.570048309178744,2.23096900945999
"{tropical fruit,whole milk} => {root vegetables}",0.011997966446365,0.283653846153846,2.60236527698048
"{soda,tropical fruit} => {yogurt}",0.00660904931367565,0.317073170731707,2.27289696366351
"{soda,tropical fruit} => {other vegetables}",0.00721911540416879,0.346341463414634,1.78994655422119
"{soda,tropical fruit} => {whole milk}",0.00782918149466192,0.375609756097561,1.47000475575786
"{tropical fruit,yogurt} => {rolls/buns}",0.00874428063040163,0.298611111111111,1.623460628954
"{rolls/buns,tropical fruit} => {yogurt}",0.00874428063040163,0.355371900826446,2.54743632990386
"{rolls/buns,yogurt} => {tropical fruit}",0.00874428063040163,0.254437869822485,2.42480276134122
"{tropical fruit,yogurt} => {other vegetables}",0.0123029994916116,0.420138888888889,2.17134312780989
"{other vegetables,tropical fruit} => {yogurt}",0.0123029994916116,0.342776203966006,2.45714574781754
"{other vegetables,yogurt} => {tropical fruit}",0.0123029994916116,0.283372365339578,2.7005496251112
"{tropical fruit,yogurt} => {whole milk}",0.0151499745805796,0.517361111111111,2.02476980810894
"{tropical fruit,whole milk} => {yogurt}",0.0151499745805796,0.358173076923077,2.56751618916797
"{whole milk,yogurt} => {tropical fruit}",0.0151499745805796,0.270417422867514,2.57708852122286
"{rolls/buns,tropical fruit} => {other vegetables}",0.00782918149466192,0.318181818181818,1.64441312759757
"{rolls/buns,tropical fruit} => {whole milk}",0.0109811896288765,0.446280991735537,1.7465871682129
"{tropical fruit,whole milk} => {rolls/buns}",0.0109811896288765,0.259615384615385,1.41145235361653
"{other vegetables,tropical fruit} => {whole milk}",0.0170818505338078,0.475920679886686,1.86258650484901
"{tropical fruit,whole milk} => {other vegetables}",0.0170818505338078,0.403846153846154,2.08713973887384
"{root vegetables,soda} => {other vegetables}",0.00823589222165735,0.442622950819672,2.28754425712637
"{other vegetables,soda} => {root vegetables}",0.00823589222165735,0.251552795031056,2.30785609993511
"{root vegetables,soda} => {whole milk}",0.00813421453990849,0.437158469945355,1.71088481970257
"{root vegetables,yogurt} => {rolls/buns}",0.00721911540416879,0.279527559055118,1.51970897916367
"{rolls/buns,root vegetables} => {yogurt}",0.00721911540416879,0.297071129707113,2.12951498591068
"{root vegetables,yogurt} => {other vegetables}",0.0129130655821047,0.5,2.58407777193904
"{other vegetables,root vegetables} => {yogurt}",0.0129130655821047,0.272532188841202,1.95361084347902
"{other vegetables,yogurt} => {root vegetables}",0.0129130655821047,0.297423887587822,2.72869770002447
"{root vegetables,yogurt} => {whole milk}",0.0145399084900864,0.562992125984252,2.20335358498015
"{root vegetables,whole milk} => {yogurt}",0.0145399084900864,0.297297297297297,2.1311362382791
"{whole milk,yogurt} => {root vegetables}",0.0145399084900864,0.259528130671506,2.38102534062898
"{rolls/buns,root vegetables} => {other vegetables}",0.0122013218098627,0.502092050209205,2.59488981282582
"{other vegetables,root vegetables} => {rolls/buns}",0.0122013218098627,0.257510729613734,1.40000996448373
"{other vegetables,rolls/buns} => {root vegetables}",0.0122013218098627,0.286396181384248,2.6275246678303
"{rolls/buns,root vegetables} => {whole milk}",0.012709710218607,0.523012552301255,2.04688756541299
"{root vegetables,whole milk} => {rolls/buns}",0.012709710218607,0.25987525987526,1.41286521883537
"{other vegetables,root vegetables} => {whole milk}",0.0231825114387392,0.489270386266094,1.91483257020575
"{root vegetables,whole milk} => {other vegetables}",0.0231825114387392,0.474012474012474,2.44977019543494
"{other vegetables,whole milk} => {root vegetables}",0.0231825114387392,0.309782608695652,2.84208204899416
"{soda,yogurt} => {rolls/buns}",0.00864260294865277,0.315985130111524,1.71791805121439
"{rolls/buns,yogurt} => {soda}",0.00864260294865277,0.251479289940828,1.44215674435455
"{soda,yogurt} => {other vegetables}",0.0083375699034062,0.304832713754647,1.57542287954648
"{other vegetables,soda} => {yogurt}",0.0083375699034062,0.254658385093168,1.82548485232602
"{soda,yogurt} => {whole milk}",0.0104728012201322,0.382899628252788,1.49853475681105
"{soda,whole milk} => {yogurt}",0.0104728012201322,0.261421319796954,1.87396405262613
"{rolls/buns,soda} => {other vegetables}",0.00986273512963904,0.257294429708223,1.3297376333055
"{other vegetables,soda} => {rolls/buns}",0.00986273512963904,0.301242236024845,1.63776527988079
"{other vegetables,soda} => {whole milk}",0.0139298423995933,0.425465838509317,1.66512396408242
"{soda,whole milk} => {other vegetables}",0.0139298423995933,0.347715736040609,1.79704900891192
"{rolls/buns,yogurt} => {other vegetables}",0.0114895780376207,0.334319526627219,1.72781531496516
"{other vegetables,yogurt} => {rolls/buns}",0.0114895780376207,0.26463700234192,1.4387534096367
"{other vegetables,rolls/buns} => {yogurt}",0.0114895780376207,0.269689737470167,1.93323510788564
"{rolls/buns,yogurt} => {whole milk}",0.015556685307575,0.452662721893491,1.77156302022383
"{whole milk,yogurt} => {rolls/buns}",0.015556685307575,0.277676950998185,1.50964776841744
"{rolls/buns,whole milk} => {yogurt}",0.015556685307575,0.274685816876122,1.969048840362
"{other vegetables,yogurt} => {whole milk}",0.0222674123029995,0.51288056206089,2.00723451168677
"{whole milk,yogurt} => {other vegetables}",0.0222674123029995,0.397459165154265,2.05413078785717
"{other vegetables,whole milk} => {yogurt}",0.0222674123029995,0.297554347826087,2.13297887089618
"{other vegetables,rolls/buns} => {whole milk}",0.0178952719877987,0.420047732696897,1.64391939955192
"{rolls/buns,whole milk} => {other vegetables}",0.0178952719877987,0.315978456014363,1.63302580919667
"{other vegetables,root vegetables,tropical fruit} => {whole milk}",0.00701576004067107,0.570247933884298,2.23175027049426
"{root vegetables,tropical fruit,whole milk} => {other vegetables}",0.00701576004067107,0.584745762711864,3.02205705531854
"{other vegetables,tropical fruit,whole milk} => {root vegetables}",0.00701576004067107,0.410714285714286,3.76807369402985
"{other vegetables,root vegetables,whole milk} => {tropical fruit}",0.00701576004067107,0.302631578947368,2.88409067727458
"{other vegetables,tropical fruit,yogurt} => {whole milk}",0.00762582613116421,0.619834710743802,2.4258155114068
"{tropical fruit,whole milk,yogurt} => {other vegetables}",0.00762582613116421,0.503355704697987,2.60142057577756
"{other vegetables,tropical fruit,whole milk} => {yogurt}",0.00762582613116421,0.446428571428571,3.2001639941691
"{other vegetables,whole milk,yogurt} => {tropical fruit}",0.00762582613116421,0.342465753424658,3.2637119040034
"{other vegetables,root vegetables,yogurt} => {whole milk}",0.00782918149466192,0.606299212598425,2.37284232228632
"{root vegetables,whole milk,yogurt} => {other vegetables}",0.00782918149466192,0.538461538461538,2.78285298516512
"{other vegetables,root vegetables,whole milk} => {yogurt}",0.00782918149466192,0.337719298245614,2.42089598997494
"{other vegetables,whole milk,yogurt} => {root vegetables}",0.00782918149466192,0.351598173515982,3.22571645198664
"{other vegetables,rolls/buns,root vegetables} => {whole milk}",0.00620233858668022,0.508333333333333,1.9894382544104
"{rolls/buns,root vegetables,whole milk} => {other vegetables}",0.00620233858668022,0.488,2.52205990541251
"{other vegetables,root vegetables,whole milk} => {rolls/buns}",0.00620233858668022,0.267543859649123,1.45455713634556
"{other vegetables,rolls/buns,whole milk} => {root vegetables}",0.00620233858668022,0.346590909090909,3.17977760345997
